first_name,last_name,NBA_G,NBA_MP,NBA_PER,NBA_TS%,NBA_3PAr,NBA_FTr,NBA_ORB%,NBA_DRB%,NBA_TRB%,NBA_AST%,NBA_STL%,NBA_BLK%,NBA_TOV%,NBA_USG%,NBA_OWS,NBA_DWS,NBA_WS,NBA_WS_48,NBA_OBPM,NBA_DBPM,NBA_BPM,NBA_VORP
trey,burke,76.0,2288.0,12.6,0.455,0.38799999999999996,0.14400000000000002,1.6,8.7,5.2,25.0,1.5,0.5,10.4,23.9,0.8,1.6,2.4,0.05,0.0,-1.9,-1.9,0.1
cj,mccollum,62.0,973.0,13.1,0.534,0.381,0.2,1.6,8.3,5.0,10.3,2.3,0.6,10.8,20.5,0.7,1.1,1.8,0.08900000000000001,-0.4,-0.3,-0.7,0.3
michael,carter-williams,66.0,2149.0,14.1,0.461,0.166,0.317,3.2,15.3,9.0,37.3,2.6,1.1,19.5,26.7,-2.1,2.9,0.8,0.017,-1.6,0.9,-0.7,0.7
steven,adams,70.0,1771.0,14.1,0.5489999999999999,0.005,0.514,12.2,19.3,15.8,5.5,1.1,3.8,16.8,14.3,1.9,2.2,4.1,0.111,-1.4,1.8,0.4,1.1
kelly,olynyk,64.0,1423.0,15.9,0.5579999999999999,0.331,0.258,7.0,16.5,11.7,12.2,2.3,2.1,14.3,21.1,1.5,2.1,3.6,0.12,0.7,1.4,2.1,1.5
shabazz,muhammad,38.0,866.0,19.9,0.556,0.128,0.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,2.1,-0.1,2.0,0.11,2.0,-3.8,-1.8,0.0
shane,larkin,76.0,1865.0,10.9,0.504,0.26899999999999996,0.18100000000000002,1.7,9.4,5.4,19.4,2.6,0.4,15.1,13.6,0.8,0.9,1.7,0.045,-1.6,-0.7,-2.4,-0.2
tony,snell,72.0,1412.0,10.2,0.55,0.531,0.14800000000000002,2.5,10.9,6.8,6.8,1.2,0.6,10.8,14.1,1.2,1.2,2.4,0.08199999999999999,-0.6,-0.9,-1.5,0.2
gorgui,dieng,60.0,818.0,16.5,0.534,0.004,0.41,13.4,26.9,20.0,7.2,1.8,4.6,16.8,16.8,0.7,1.5,2.2,0.129,-2.4,3.1,0.7,0.5
mason,plumlee,82.0,1743.0,18.0,0.57,0.006,0.648,11.3,21.6,16.5,7.0,1.9,2.9,14.4,19.2,2.5,2.3,4.8,0.131,-0.5,1.4,0.8,1.2
solomon,hill,82.0,2381.0,10.2,0.507,0.32799999999999996,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,0.9,2.6,3.5,0.07200000000000001,-1.1,0.8,-0.3,1.0
tim,hardaway-jr,70.0,1681.0,12.1,0.512,0.494,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,0.8,0.0,0.8,0.023,0.1,-4.2,-4.1,-0.9
reggie,bullock,36.0,338.0,6.2,0.466,0.657,0.129,0.3,16.0,8.3,3.2,1.5,0.9,9.8,10.9,-0.2,0.3,0.1,0.019,-3.6,-0.4,-4.0,-0.2
andre,roberson,67.0,1286.0,9.1,0.513,0.423,0.239,5.1,16.0,10.6,7.4,2.1,1.8,17.2,9.0,0.5,1.6,2.1,0.079,-1.8,2.1,0.3,0.7
archie,goodwin,41.0,535.0,11.2,0.486,0.204,0.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,-0.2,0.4,0.2,0.013999999999999999,-3.3,-1.2,-4.5,-0.3
allen,crabbe,51.0,683.0,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.08800000000000001,-1.3,1.0,-0.3,0.3
carrick,felix,,,,,,,,,,,,,,,,,,,,,,
isaiah,canaan,47.0,938.0,12.4,0.534,0.6509999999999999,0.159,2.1,8.3,5.1,18.7,1.5,0.3,13.3,21.6,0.8,0.7,1.4,0.07200000000000001,0.7,-2.9,-2.2,-0.1
glen,rice-jr,5.0,43.0,-3.6,0.312,0.467,0.4,5.4,5.1,5.2,6.5,0.0,0.0,10.2,20.7,-0.1,0.0,-0.1,-0.121,-7.0,-4.1,-11.1,-0.1
ray,mccallum,68.0,1436.0,12.5,0.496,0.23600000000000002,0.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,0.8,0.5,1.4,0.045,-0.4,-1.3,-1.7,0.1
tony,mitchell,,,,,,,,,,,,,,,,,,,,,,
nate,wolters,21.0,247.0,4.6,0.35200000000000004,0.12300000000000001,0.105,3.7,11.9,7.8,12.2,1.7,0.6,17.9,13.3,-0.4,0.2,-0.2,-0.036000000000000004,-6.1,0.0,-6.1,-0.3
jeff,withey,37.0,259.0,17.6,0.57,0.0,0.7809999999999999,10.1,17.9,14.0,6.4,0.8,5.3,12.2,17.3,0.5,0.3,0.8,0.149,-1.6,0.6,-1.0,0.1
grant,jerrett,8.0,51.0,1.5,0.303,0.5770000000000001,0.038,4.4,15.2,9.9,9.6,2.1,3.1,10.2,25.4,-0.2,0.1,-0.1,-0.128,-6.8,-1.5,-8.4,-0.1
jamaal,franklin,3.0,13.0,4.9,0.75,1.0,0.0,8.0,8.6,8.3,32.8,0.0,6.0,60.0,16.6,0.0,0.0,0.0,-0.063,-4.8,-0.3,-5.1,0.0
pierre,jackson,,,,,,,,,,,,,,,,,,,,,,
mike,muscala,40.0,502.0,18.0,0.608,0.146,0.166,12.2,14.8,13.5,8.0,1.6,3.2,11.5,16.7,1.2,0.7,1.9,0.179,0.8,0.9,1.7,0.5
erick,green,9.0,42.0,12.4,0.46799999999999997,0.385,0.154,8.4,8.2,8.3,11.0,1.3,0.0,0.0,15.2,0.1,0.0,0.1,0.121,0.1,-2.2,-2.0,0.0
ryan,kelly,52.0,1233.0,8.6,0.473,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14.0,0.4,0.3,0.7,0.027000000000000003,-2.1,-0.8,-2.8,-0.3
erik,murphy,,,,,,,,,,,,,,,,,,,,,,
james,ennis,22.0,329.0,17.8,0.621,0.513,0.301,6.9,7.4,7.1,10.1,2.4,1.3,12.9,19.8,0.7,0.2,0.9,0.133,3.4,-1.0,2.4,0.4
romero,osby,,,,,,,,,,,,,,,,,,,,,,
lorenzo,brown,29.0,549.0,11.0,0.46799999999999997,0.23,0.156,2.8,12.0,7.3,24.9,2.6,0.9,18.7,12.9,0.1,0.2,0.3,0.025,-1.9,-0.6,-2.6,-0.1
colton,iverson,,,,,,,,,,,,,,,,,,,,,,
arsalan,kazemi,,,,,,,,,,,,,,,,,,,,,,
peyton,siva,,,,,,,,,,,,,,,,,,,,,,
alex,oriakhi,,,,,,,,,,,,,,,,,,,,,,
deshaun,thomas,,,,,,,,,,,,,,,,,,,,,,
anthony,davis,67.0,2358.0,26.5,0.5820000000000001,0.009000000000000001,0.43799999999999994,10.0,23.3,16.6,8.0,2.0,6.7,8.3,25.2,7.2,3.2,10.4,0.212,2.3,2.2,4.5,3.9
michael,kidd-gilchrist,62.0,1502.0,12.0,0.516,0.025,0.521,8.2,16.2,12.2,5.4,1.5,2.1,12.1,15.2,0.9,2.2,3.1,0.098,-2.7,1.7,-0.9,0.4
bradley,beal,73.0,2530.0,14.3,0.507,0.299,0.16399999999999998,2.4,10.2,6.3,16.0,1.4,0.6,9.4,24.3,1.6,2.4,4.0,0.076,0.2,-1.3,-1.1,0.5
dion,waiters,70.0,2072.0,14.0,0.508,0.252,0.237,1.7,9.0,5.3,18.2,1.6,0.7,12.3,26.9,0.3,1.3,1.6,0.037000000000000005,-0.2,-1.8,-2.1,0.0
thomas,robinson,70.0,873.0,14.1,0.502,0.003,0.345,13.1,24.6,18.9,6.0,1.3,1.6,14.5,19.7,0.4,1.2,1.6,0.09,-3.1,-0.1,-3.2,-0.3
damian,lillard,82.0,2937.0,18.6,0.568,0.425,0.327,1.3,9.2,5.3,25.1,1.1,0.5,11.5,25.0,7.8,1.8,9.6,0.157,4.4,-1.7,2.7,3.5
harrison,barnes,78.0,2204.0,9.8,0.486,0.28,0.267,3.3,11.9,7.7,7.6,1.5,0.7,10.0,16.8,0.4,2.8,3.2,0.07,-2.3,0.9,-1.4,0.3
terrence,ross,81.0,2159.0,12.0,0.5529999999999999,0.5429999999999999,0.13,2.3,11.3,6.8,6.1,1.5,1.0,10.0,18.6,2.0,2.2,4.2,0.094,0.6,-0.7,-0.1,1.0
andre,drummond,81.0,2619.0,22.6,0.599,0.003,0.42700000000000005,17.5,27.7,22.3,2.2,2.0,4.0,10.7,16.7,6.4,3.5,9.9,0.182,1.1,0.5,1.6,2.4
austin,rivers,69.0,1339.0,11.6,0.48200000000000004,0.209,0.365,2.2,9.1,5.6,18.7,1.8,0.6,12.3,21.3,0.2,0.4,0.6,0.023,-1.5,-2.5,-3.9,-0.7
meyers,leonard,40.0,355.0,9.4,0.489,0.066,0.231,8.0,25.5,16.8,7.3,1.0,1.0,13.0,14.2,0.2,0.5,0.6,0.086,-3.6,0.4,-3.3,-0.1
jeremy,lamb,78.0,1538.0,13.4,0.522,0.406,0.105,2.1,11.3,6.9,11.8,1.8,1.4,8.7,20.1,1.4,1.8,3.3,0.102,-0.3,-0.9,-1.2,0.3
kendall,marshall,54.0,1564.0,12.6,0.494,0.425,0.086,1.0,9.6,5.3,44.3,1.5,0.2,25.6,16.3,0.6,0.3,0.9,0.028999999999999998,-1.3,-3.2,-4.5,-1.0
john,henson,70.0,1856.0,17.9,0.5429999999999999,0.002,0.27699999999999997,10.2,20.8,15.3,10.9,1.2,5.1,13.7,20.3,1.7,1.5,3.3,0.084,-1.0,1.4,0.3,1.1
maurice,harkless,80.0,1950.0,11.8,0.542,0.319,0.29600000000000004,4.0,11.4,7.7,6.4,2.6,2.0,13.6,14.8,0.6,2.1,2.8,0.068,-1.6,1.5,0.0,1.0
royce,white,,,,,,,,,,,,,,,,,,,,,,
tyler,zeller,70.0,1049.0,15.4,0.581,0.003,0.41700000000000004,10.8,19.6,15.1,5.6,0.9,3.0,14.9,17.1,1.5,1.1,2.6,0.12,-1.9,0.2,-1.7,0.1
terrence,jones,76.0,2078.0,19.1,0.5770000000000001,0.142,0.27399999999999997,9.2,18.5,14.1,7.0,1.3,3.5,8.2,18.3,4.6,2.7,7.3,0.16899999999999998,0.9,1.3,2.2,2.2
andrew,nicholson,76.0,1174.0,9.9,0.489,0.212,0.136,5.1,19.5,12.3,3.5,0.8,1.5,10.3,19.3,-0.4,1.0,0.6,0.025,-4.7,-2.0,-6.7,-1.4
jared,sullinger,74.0,2041.0,16.4,0.49700000000000005,0.231,0.226,13.0,20.6,16.7,10.1,0.9,1.8,10.7,24.1,1.9,2.0,3.9,0.091,0.3,-0.6,-0.3,0.9
fab,melo,,,,,,,,,,,,,,,,,,,,,,
john,jenkins,13.0,158.0,4.7,0.457,0.429,0.095,2.2,13.8,8.1,10.4,0.3,0.5,20.1,15.8,-0.2,0.1,-0.1,-0.043,-5.7,-1.8,-7.5,-0.2
jared,cunningham,13.0,80.0,8.5,0.46399999999999997,0.33299999999999996,0.762,1.4,7.2,4.3,14.4,1.9,0.0,6.7,16.6,0.1,0.0,0.1,0.075,-2.4,-2.7,-5.1,-0.1
tony,wroten,72.0,1765.0,12.9,0.493,0.233,0.40299999999999997,4.1,10.1,7.0,20.9,2.1,0.7,17.7,27.7,-1.8,0.9,-0.9,-0.025,-2.3,-2.3,-4.6,-1.2
miles,plumlee,80.0,1964.0,14.6,0.529,0.0,0.239,11.3,24.4,17.9,3.3,1.3,3.5,15.4,16.2,1.2,2.8,4.0,0.098,-2.8,1.3,-1.5,0.2
arnett,moultrie,12.0,187.0,6.7,0.44799999999999995,0.0,0.132,6.1,14.4,10.1,1.5,2.1,1.7,14.8,10.7,-0.1,0.1,0.0,0.006999999999999999,-6.4,-0.5,-7.0,-0.2
perry,jones,62.0,764.0,10.1,0.541,0.337,0.23199999999999998,4.3,12.1,8.4,4.9,0.9,2.0,9.5,12.8,0.7,0.8,1.5,0.094,-2.0,-0.5,-2.5,-0.1
marquis,teague,40.0,443.0,3.8,0.39799999999999996,0.151,0.294,0.3,10.2,5.3,20.6,1.2,0.9,22.5,18.2,-1.0,0.4,-0.5,-0.059000000000000004,-7.6,-1.2,-8.8,-0.8
festus,ezeli,46.0,504.0,16.2,0.58,0.0,0.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,0.8,0.9,1.7,0.159,-3.0,1.2,-1.8,0.0
jeffery,taylor,26.0,629.0,5.9,0.436,0.307,0.21600000000000003,2.7,8.1,5.4,5.7,1.1,0.6,9.5,19.4,-0.8,0.6,-0.2,-0.019,-4.2,-1.2,-5.4,-0.5
bernard,james-,30.0,146.0,8.5,0.503,0.043,0.478,12.0,21.2,16.6,2.8,1.1,4.5,26.4,11.8,0.0,0.2,0.1,0.04,-4.8,1.1,-3.7,-0.1
jae,crowder,78.0,1254.0,11.9,0.551,0.51,0.20600000000000002,4.3,13.5,8.9,6.7,2.4,1.4,11.3,13.2,1.2,1.1,2.3,0.08900000000000001,0.0,0.6,0.6,0.8
draymond,green,82.0,1797.0,12.7,0.498,0.359,0.268,5.3,19.3,12.4,11.9,2.8,3.0,15.1,14.8,0.7,3.8,4.5,0.11900000000000001,-1.6,4.4,2.8,2.2
orlando,johnson,45.0,392.0,5.3,0.402,0.41600000000000004,0.23,2.7,12.6,7.9,7.7,0.8,0.4,10.8,16.2,-0.5,0.5,0.1,0.008,-5.2,-0.9,-6.2,-0.4
quincy,acy,63.0,847.0,10.1,0.52,0.106,0.376,9.5,19.5,14.4,4.9,1.4,2.5,15.4,10.1,0.6,0.9,1.5,0.086,-2.5,1.4,-1.1,0.2
quincy,miller,52.0,789.0,8.6,0.45899999999999996,0.36700000000000005,0.215,4.9,15.2,10.1,4.9,1.4,3.0,14.6,17.7,-0.7,0.7,0.0,0.002,-4.1,0.3,-3.8,-0.4
khris,middleton,82.0,2460.0,12.5,0.541,0.34,0.16,2.7,12.0,7.2,11.7,1.8,0.7,11.9,19.1,1.9,0.8,2.7,0.053,0.1,-1.6,-1.5,0.3
will,barton,41.0,387.0,13.5,0.488,0.212,0.205,4.5,16.0,10.3,13.3,1.2,1.3,9.6,21.2,0.3,0.4,0.6,0.078,-1.9,-0.7,-2.7,-0.1
tyshawn,taylor,23.0,270.0,5.4,0.42700000000000005,0.132,0.33,1.3,5.3,3.3,21.4,2.3,0.3,22.9,23.5,-0.7,0.2,-0.6,-0.098,-7.0,-2.7,-9.7,-0.5
doron,lamb,53.0,695.0,7.5,0.5429999999999999,0.563,0.225,1.3,6.7,4.0,9.3,0.8,0.1,13.3,13.3,0.3,0.2,0.5,0.036000000000000004,-2.2,-2.4,-4.6,-0.4
mike,scott,80.0,1482.0,15.3,0.5589999999999999,0.318,0.21,4.9,17.2,11.1,8.9,1.0,0.4,10.3,23.5,1.3,1.2,2.6,0.084,-0.7,-2.3,-3.0,-0.4
kim,english,,,,,,,,,,,,,,,,,,,,,,
justin,hamilton,41.0,712.0,14.6,0.551,0.174,0.264,9.3,12.7,11.0,8.1,2.0,3.4,11.6,14.2,1.0,0.5,1.5,0.102,-0.1,0.9,0.7,0.5
darius,miller,45.0,723.0,9.0,0.55,0.46399999999999997,0.217,1.4,7.0,4.2,8.7,1.7,1.0,10.8,12.8,0.6,0.2,0.8,0.055,-0.7,-1.7,-2.3,-0.1
kevin,murphy,,,,,,,,,,,,,,,,,,,,,,
kyle,oquinn,69.0,1188.0,16.5,0.526,0.008,0.22399999999999998,9.5,25.2,17.3,10.9,1.7,5.8,16.1,18.6,0.5,2.0,2.5,0.10099999999999999,-3.1,3.6,0.5,0.7
kris,joseph,,,,,,,,,,,,,,,,,,,,,,
darius,johnson-odom,3.0,15.0,-23.0,0.0,0.429,0.28600000000000003,0.0,15.0,7.2,8.5,3.2,0.0,20.2,27.9,-0.2,0.0,-0.2,-0.6609999999999999,-22.4,-3.0,-25.5,-0.1
robbie,hummel,45.0,742.0,9.7,0.536,0.297,0.16899999999999998,4.6,16.4,10.3,5.6,1.1,1.0,8.9,12.1,0.7,0.1,0.8,0.05,-1.8,-1.6,-3.5,-0.3
marcus,denmon,,,,,,,,,,,,,,,,,,,,,,
robert,sacre,65.0,1089.0,12.1,0.513,0.0,0.313,8.0,16.9,12.5,7.0,1.1,3.1,11.4,15.5,0.7,0.7,1.4,0.061,-3.1,0.7,-2.3,-0.1
kyrie,irving,59.0,2048.0,21.4,0.5529999999999999,0.261,0.271,1.8,10.8,6.1,32.7,2.3,0.8,13.8,30.2,4.2,1.1,5.3,0.125,4.9,-1.6,3.3,2.8
derrick,williams,78.0,1916.0,14.5,0.515,0.249,0.34600000000000003,5.6,20.6,12.8,4.2,1.2,1.5,10.0,23.5,1.0,2.1,3.0,0.076,-2.1,-1.5,-3.7,-0.8
tristan,thompson,82.0,2564.0,16.1,0.516,0.004,0.364,13.2,22.1,17.5,6.9,1.2,2.2,11.7,18.3,3.2,2.0,5.2,0.098,-0.7,0.1,-0.5,1.0
brandon,knight,75.0,2365.0,12.0,0.511,0.37200000000000005,0.256,2.6,9.6,6.0,21.3,1.3,0.3,17.3,22.8,0.3,0.8,1.1,0.022000000000000002,0.0,-2.1,-2.1,-0.1
kemba,walker,82.0,2859.0,18.8,0.517,0.267,0.298,2.3,9.2,5.7,31.2,2.9,0.9,12.4,25.6,3.7,1.1,4.8,0.08,3.2,-1.7,1.5,2.5
jimmer,fredette,69.0,967.0,14.6,0.546,0.381,0.242,2.2,6.4,4.2,15.9,1.6,0.2,13.1,23.9,1.1,-0.1,1.1,0.052000000000000005,0.7,-4.3,-3.6,-0.4
klay,thompson,82.0,2936.0,12.7,0.5329999999999999,0.43700000000000006,0.13,1.2,10.0,5.7,10.1,1.5,1.2,11.0,21.8,1.7,2.6,4.3,0.07,0.4,-0.6,-0.1,1.4
alec,burks,64.0,1137.0,11.5,0.507,0.237,0.332,3.8,11.2,7.5,13.0,1.6,0.9,14.3,20.7,0.3,0.7,1.0,0.044000000000000004,-1.4,-1.3,-2.7,-0.2
markieff,morris,82.0,1837.0,12.6,0.473,0.205,0.19399999999999998,7.9,16.7,12.3,9.4,2.2,2.6,12.8,19.7,-0.2,1.9,1.7,0.044000000000000004,-2.1,1.1,-1.0,0.5
marcus,morris,77.0,1524.0,11.3,0.516,0.44299999999999995,0.222,6.0,14.6,10.3,6.4,1.5,1.0,11.8,18.9,0.6,1.2,1.8,0.057999999999999996,-1.0,-1.0,-1.9,0.0
kawhi,leonard,58.0,1810.0,16.4,0.5920000000000001,0.331,0.24,4.3,17.1,11.1,7.7,2.7,1.3,9.6,16.4,3.0,3.3,6.2,0.166,1.4,2.5,3.9,2.7
nikola,vucevic,77.0,2559.0,17.8,0.534,0.003,0.142,12.0,28.4,20.2,9.3,1.2,2.4,13.0,19.3,2.8,2.9,5.7,0.106,-0.9,1.4,0.4,1.6
iman,shumpert,45.0,996.0,11.7,0.516,0.462,0.171,3.5,12.8,8.0,11.6,2.3,0.6,11.1,15.6,1.0,1.0,1.9,0.094,0.2,0.4,0.6,0.7
chris,singleton,57.0,924.0,7.8,0.425,0.149,0.29,6.1,16.1,11.0,6.3,2.1,2.1,14.2,15.7,-1.0,1.5,0.5,0.027999999999999997,-5.2,1.9,-3.3,-0.3
tobias,harris,55.0,1299.0,16.0,0.527,0.21100000000000002,0.268,6.2,18.6,12.4,8.8,1.3,2.6,10.3,22.1,1.2,1.2,2.4,0.08900000000000001,-0.7,-0.1,-0.8,0.4
nolan,smith,40.0,288.0,7.1,0.435,0.24600000000000002,0.24600000000000002,2.8,8.2,5.5,19.9,1.3,0.3,18.7,24.7,-0.6,0.1,-0.5,-0.08199999999999999,-5.3,-3.3,-8.6,-0.5
kenneth,faried,80.0,2248.0,18.5,0.573,0.0,0.386,13.2,23.2,18.3,5.1,1.8,2.9,12.3,17.7,4.5,3.4,7.8,0.16699999999999998,0.8,1.5,2.2,2.4
reggie,jackson,70.0,993.0,14.2,0.531,0.32,0.191,2.6,15.6,9.6,19.3,1.5,1.0,13.1,18.6,1.2,1.3,2.5,0.121,-0.3,-0.6,-0.8,0.3
marshon,brooks,73.0,912.0,13.5,0.523,0.16399999999999998,0.281,4.1,9.4,6.7,14.6,2.0,1.3,15.5,22.5,0.5,0.8,1.3,0.068,-1.4,-0.8,-2.2,0.0
jordan,hamilton,40.0,397.0,16.9,0.49,0.363,0.129,9.2,17.4,13.4,9.2,1.9,1.6,8.2,25.3,0.4,0.5,0.8,0.1,0.6,-1.6,-1.0,0.1
jajuan,johnson,,,,,,,,,,,,,,,,,,,,,,
norris,cole,80.0,1590.0,7.9,0.483,0.231,0.188,1.5,8.2,5.0,15.2,1.9,0.4,18.4,17.0,-0.8,1.4,0.6,0.019,-3.4,-1.1,-4.5,-1.0
cory,joseph,28.0,388.0,13.5,0.528,0.191,0.191,3.8,11.3,7.7,20.2,2.0,0.7,15.0,16.6,0.4,0.5,0.9,0.113,-1.1,0.6,-0.5,0.1
jimmy,butler,82.0,2134.0,15.2,0.574,0.205,0.455,7.2,10.4,8.8,8.6,2.0,1.1,9.2,14.6,4.4,2.6,7.0,0.158,0.9,1.0,1.9,2.1
justin,harper,5.0,35.0,6.9,0.597,0.9,0.2,0.0,3.2,1.6,0.0,1.4,0.0,15.5,16.0,0.0,0.0,0.0,0.039,-1.3,-3.3,-4.6,0.0
kyle,singler,82.0,2337.0,11.8,0.574,0.409,0.306,5.2,9.2,7.1,4.7,1.3,1.3,10.4,14.0,3.6,0.7,4.4,0.09,0.7,-0.8,-0.1,1.1
shelvin,mack,31.0,416.0,11.3,0.537,0.389,0.127,0.8,10.0,5.4,26.3,1.9,0.0,20.4,18.5,0.1,0.4,0.5,0.055999999999999994,-2.1,-1.8,-3.9,-0.2
tyler,honeycutt,9.0,32.0,1.9,0.337,0.182,0.182,10.5,25.8,18.0,9.1,0.0,2.4,29.6,23.4,-0.2,0.0,-0.1,-0.22,-11.1,-2.1,-13.2,-0.1
jordan,williams,,,,,,,,,,,,,,,,,,,,,,
trey,thompkins,,,,,,,,,,,,,,,,,,,,,,
chandler,parsons,76.0,2758.0,15.3,0.584,0.42100000000000004,0.165,3.3,13.2,8.3,15.6,1.4,0.9,12.7,18.3,4.9,2.1,7.0,0.121,2.4,0.4,2.7,3.3
jon,leuer,28.0,187.0,10.4,0.485,0.057999999999999996,0.25,7.9,15.5,11.6,6.8,1.7,0.0,12.2,15.9,0.0,0.2,0.2,0.057,-3.3,-1.1,-4.4,-0.1
darius,morris,48.0,683.0,8.1,0.475,0.35100000000000003,0.19699999999999998,4.0,5.2,4.6,16.8,1.6,0.2,18.1,16.2,-0.1,0.3,0.2,0.016,-2.6,-1.7,-4.3,-0.4
malcolm,lee,16.0,289.0,9.8,0.46,0.316,0.263,5.8,9.8,7.7,10.7,2.1,1.6,10.5,14.7,0.1,0.3,0.4,0.059000000000000004,-1.8,0.9,-0.9,0.1
charles,jenkins,59.0,441.0,7.5,0.425,0.017,0.182,2.0,6.0,4.0,14.8,1.8,0.4,13.8,15.5,-0.3,0.3,0.0,-0.005,-5.4,-1.4,-6.8,-0.5
josh,harrellson,6.0,31.0,8.5,0.506,0.556,0.222,12.6,15.0,13.9,0.0,1.7,2.6,23.3,19.9,0.0,0.0,0.0,0.002,-5.1,-4.5,-9.6,-0.1
andrew,goudelock,1.0,6.0,-6.4,0.0,0.0,0.0,18.9,0.0,9.2,0.0,0.0,0.0,0.0,14.8,0.0,0.0,0.0,-0.264,-12.2,-5.8,-18.0,0.0
travis,leslie,,,,,,,,,,,,,,,,,,,,,,
keith,benson,,,,,,,,,,,,,,,,,,,,,,
josh,selby,10.0,59.0,0.1,0.373,0.273,0.5,0.0,10.2,5.0,10.5,1.8,0.0,20.7,26.4,-0.3,0.1,-0.2,-0.14300000000000002,-9.4,-2.2,-11.6,-0.1
lavoy,allen,79.0,1669.0,11.5,0.474,0.002,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,0.9,1.6,2.5,0.07200000000000001,-3.2,0.6,-2.6,-0.3
jon,diebler,,,,,,,,,,,,,,,,,,,,,,
vernon,macklin,,,,,,,,,,,,,,,,,,,,,,
deandre,liggins,39.0,290.0,9.4,0.528,0.40399999999999997,0.38299999999999995,5.5,14.7,10.5,7.2,3.2,0.8,20.3,10.8,0.1,0.5,0.6,0.092,-1.6,1.5,-0.1,0.1
etwaun,moore,75.0,1682.0,10.7,0.47100000000000003,0.32899999999999996,0.099,3.2,8.0,5.6,19.1,1.6,1.1,14.4,19.7,-0.4,0.7,0.2,0.006,-1.8,-1.4,-3.2,-0.5
isaiah,thomas,79.0,2122.0,17.5,0.574,0.386,0.345,1.5,7.3,4.4,24.6,1.6,0.1,12.7,23.0,5.2,-0.1,5.0,0.114,3.5,-3.7,-0.2,1.0
